Date,ice_days,frost_days,cdd,cwd,r99p,r95p,wsdi,csdi,sdii,gsl,r10mm,r20mm,prcptot,Municipality
1966,0,0,48,102,117.784138,994.2354456,71,0,16.09854966,365,72,40,2559.669396,Kaligandagi
1967,0,0,25,99,485.2691481,1325.418885,20,6,16.04794436,365,75,38,3017.01354,Kaligandagi
1968,0,0,37,107,941.0576143,1599.912198,9,0,17.22545302,366,78,37,3358.963339,Kaligandagi
1969,0,0,39,121,0,292.7831077,7,6,11.42036521,365,64,21,1998.563912,Kaligandagi
1970,0,0,16,99,677.175179,1065.521738,0,0,15.17062704,365,74,31,2806.566002,Kaligandagi
1971,0,0,52,90,118.279644,553.441014,0,7,12.15654263,365,87,40,2759.535178,Kaligandagi
1972,0,0,17,60,0,380.933204,29,0,11.68975369,366,75,31,2174.294186,Kaligandagi
1973,0,1,27,109,927.2812012,1679.969252,23,6,17.69025513,365,87,36,3608.812046,Kaligandagi
1974,0,0,32,107,435.806504,1028.941873,19,19,13.45655981,365,75,29,2691.311963,Kaligandagi
1975,0,0,63,39,292.0975855,1454.887955,14,6,17.13082912,365,86,42,3083.549242,Kaligandagi
1976,0,0,31,44,122.890312,754.9242214,0,6,13.54100944,366,66,28,2356.135643,Kaligandagi
1977,0,0,49,78,0,225.764708,12,0,9.478930457,365,60,21,1886.307161,Kaligandagi
1978,0,0,15,53,1007.762302,1180.410184,0,15,13.66964851,365,57,29,2843.28689,Kaligandagi
1979,0,0,44,42,116.9611144,592.515458,18,19,11.55745037,365,56,27,2034.111264,Kaligandagi
1980,0,0,30,42,125.011811,866.5898287,20,8,13.83783914,366,78,33,2560.000242,Kaligandagi
1981,0,0,23,92,446.068121,912.2688027,0,6,12.15282158,365,74,27,2588.550996,Kaligandagi
1982,0,0,26,93,114.006939,396.114068,0,10,9.028512389,365,60,21,1895.987602,Kaligandagi
1983,0,1,32,49,0,643.961963,8,13,12.2261441,365,73,34,2384.0981,Kaligandagi
1984,0,0,33,67,949.8579223,1716.676306,34,0,17.50207533,366,77,32,3185.377711,Kaligandagi
1985,0,0,40,57,155.59067,583.499109,32,6,11.77489873,365,64,31,2366.754645,Kaligandagi
1986,0,0,12,55,113.747984,870.0058377,10,21,12.9708618,365,71,36,2503.376327,Kaligandagi
1987,0,0,26,53,222.0540277,637.3651531,33,0,12.11209547,365,63,28,2228.625567,Kaligandagi
1988,0,0,40,95,269.511767,775.7859473,28,7,13.55014144,366,75,32,2533.876449,Kaligandagi
1989,0,0,33,74,323.859427,765.2061234,18,9,13.66892843,365,71,27,2515.082832,Kaligandagi
1990,0,0,28,105,347.627886,899.5608097,14,0,12.47973007,365,88,32,2870.337916,Kaligandagi
1991,0,0,20,56,156.92978,570.9633261,6,0,11.1485435,365,63,28,2218.560156,Kaligandagi
1992,0,1,43,94,0,170.878746,7,0,9.474388653,366,52,19,1695.915569,Kaligandagi
1993,0,0,23,94,118.120715,733.672599,0,0,12.86817942,365,84,36,2676.581318,Kaligandagi
1994,0,0,29,105,139.452942,395.117101,7,0,9.189717891,365,61,20,1920.651039,Kaligandagi
1995,0,2,29,64,252.912079,659.4412423,17,7,12.27581299,365,73,31,2406.059346,Kaligandagi
1996,0,0,15,75,525.533514,1328.740833,0,6,14.84768513,366,70,28,2835.90786,Kaligandagi
1997,0,0,39,71,155.729358,727.147516,0,25,11.12243764,365,67,28,2357.956779,Kaligandagi
1998,0,0,19,86,403.312587,993.4302793,6,0,13.64390051,365,84,39,2906.150808,Kaligandagi
1999,0,0,30,56,155.437688,912.731401,33,0,13.71537077,365,66,29,2386.474515,Kaligandagi
2000,0,0,20,106,289.385674,708.746881,0,8,11.8072334,366,71,31,2573.976882,Kaligandagi
2001,0,0,22,41,565.389562,909.60776,0,0,13.02808407,365,72,30,2722.869571,Kaligandagi
2002,0,0,37,90,157.704629,462.606355,0,0,10.07513911,365,62,25,2186.305186,Kaligandagi
2003,0,0,26,71,548.389145,869.0880943,0,0,14.35940402,365,84,42,2929.31842,Kaligandagi
2004,0,0,24,93,168.127709,415.5471363,7,7,10.34039844,366,67,21,2140.462478,Kaligandagi
2005,0,0,28,75,327.089007,785.6111887,12,7,11.67630745,365,57,26,2183.469492,Kaligandagi
2006,0,0,40,45,137.456564,699.0144734,17,6,10.24690971,365,56,23,2141.604129,Kaligandagi
2007,0,0,20,45,255.987555,1339.064082,0,0,14.98731514,365,82,41,3162.323494,Kaligandagi
2008,0,0,35,70,321.665994,855.254107,6,0,13.90795332,366,83,43,2865.038383,Kaligandagi
2009,0,0,31,93,461.6979433,780.8860393,45,0,13.39020033,365,61,29,2222.773255,Kaligandagi
2010,0,0,21,116,724.0660903,1566.508175,31,0,17.19126745,365,80,33,3197.575746,Kaligandagi
2011,0,0,26,66,696.305165,1276.965751,0,0,13.24483911,365,67,33,2887.374926,Kaligandagi
2012,0,0,19,82,313.338565,1024.655632,12,0,13.77671907,366,58,27,2397.149118,Kaligandagi
2013,0,0,39,46,0,839.1914163,0,15,13.57989857,365,80,41,2715.979714,Kaligandagi
2014,0,0,16,95,261.8781423,630.295317,8,0,11.86279777,365,69,31,2301.382767,Kaligandagi
2015,0,0,9,53,120.560668,459.9903811,0,0,9.864565202,365,63,27,2209.662605,Kaligandagi
2016,0,0,32,94,118.60499,574.3105334,6,0,13.49732283,366,87,42,2726.459212,Kaligandagi
2017,0,1,26,103,493.360384,1085.371651,15,0,13.76612552,365,76,34,2932.184736,Kaligandagi
2018,0,0,27,103,443.471243,854.3277857,0,0,14.0089737,365,89,40,2857.830634,Kaligandagi
2019,0,0,15,56,155.888655,882.2671184,0,0,12.2516881,365,78,35,2744.378134,Kaligandagi
2020,0,0,26,139,872.714633,1996.858222,13,0,17.35384844,366,98,55,4095.508233,Kaligandagi
2021,0,0,40,80,486.634827,1517.485033,16,0,17.25991208,365,87,51,3590.061712,Kaligandagi
2022,0,0,43,131,249.0440463,789.1330573,7,0,12.41205967,365,85,34,2693.416949,Kaligandagi
1950,0,40,13,100,0,1031.577134,6,20,12.73590723,351,109,54,3324.071788,Kanthekhola
1951,0,30,12,115,182.2692503,720.0150226,0,11,10.12354338,328,80,38,2642.244823,Kanthekhola
1952,0,36,12,98,216.0324666,728.5116993,0,0,10.11825353,354,79,29,2762.283213,Kanthekhola
1953,0,38,12,118,524.637559,939.3227496,7,13,10.23825995,326,74,21,2805.283227,Kanthekhola
1954,0,32,20,142,411.153326,1319.565397,8,34,14.38250133,327,82,48,3164.150293,Kanthekhola
1955,0,57,12,120,604.9836114,1142.292553,41,23,13.28624334,328,73,33,2736.966128,Kanthekhola
1956,0,48,24,134,312.767635,1004.574436,16,0,10.94566704,363,66,29,2594.123087,Kanthekhola
1957,0,40,16,81,1413.501605,1810.762155,30,6,15.2391046,349,66,37,3322.124803,Kanthekhola
1958,0,14,22,97,1372.202091,1870.931442,30,0,14.10541437,365,73,42,3455.826521,Kanthekhola
1959,0,8,28,58,0,954.2669883,26,0,11.2057246,365,72,33,2599.728108,Kanthekhola
1960,0,21,34,111,412.610222,660.777215,35,6,9.894172273,366,53,20,2077.776177,Kanthekhola
1961,0,38,15,115,657.665296,1245.548578,7,13,12.62484078,337,72,34,2979.462424,Kanthekhola
1962,0,27,17,166,412.944654,944.8294791,0,0,11.34685955,365,83,32,2700.552574,Kanthekhola
1963,0,25,24,115,419.852868,966.1835803,0,0,11.40581297,365,79,36,2851.453243,Kanthekhola
1964,0,44,20,110,840.7823098,1503.022174,43,26,15.11631946,366,74,37,3008.147572,Kanthekhola
1965,0,39,15,112,121.453884,493.732768,30,34,10.16842778,365,69,25,2165.875117,Kanthekhola
1966,0,23,40,104,581.9798778,1509.637785,43,0,15.34497019,365,71,40,2869.509425,Kanthekhola
1967,0,24,25,122,529.2444756,1174.065251,11,26,11.46385449,362,64,28,2705.46966,Kanthekhola
1968,0,38,40,124,518.1763381,1337.58373,9,15,12.20640032,366,74,28,2807.472074,Kanthekhola
1969,0,29,20,128,0,375.6076322,9,0,8.9220489,345,59,23,1989.616905,Kanthekhola
1970,0,17,18,89,551.537341,881.4713959,0,0,11.09765716,365,72,24,2530.265832,Kanthekhola
1971,0,19,24,147,244.092717,843.1171677,0,0,10.99957009,365,76,35,2738.892952,Kanthekhola
1972,0,8,16,101,190.113086,477.9704632,28,0,9.206968085,366,58,29,2089.981755,Kanthekhola
1973,0,30,24,138,579.2247165,1431.700275,23,7,13.46666161,365,72,36,2989.598877,Kanthekhola
1974,0,33,37,141,97.868245,647.0034173,6,18,9.751064978,365,67,23,2379.259855,Kanthekhola
1975,0,30,21,124,228.1831227,948.9780818,13,12,11.75405228,341,73,34,2668.169868,Kanthekhola
1976,0,21,10,140,225.0079519,626.8309652,0,0,9.736784045,366,62,27,2297.881035,Kanthekhola
1977,0,14,37,152,0,325.442079,0,0,8.373438819,359,63,28,2202.214409,Kanthekhola
1978,0,52,8,85,748.7249247,1010.383889,0,8,11.12657908,354,65,30,2803.897927,Kanthekhola
1979,0,37,32,109,84.517653,596.5197227,16,9,10.0667901,365,62,34,2224.760611,Kanthekhola
1980,0,40,24,158,0,380.605859,15,7,8.891330523,351,81,18,2107.245334,Kanthekhola
1981,0,38,15,94,437.987481,727.4151147,0,16,10.45919037,352,65,33,2677.552735,Kanthekhola
1982,0,21,19,97,123.696555,395.0329709,0,16,8.823163961,365,59,21,2126.382515,Kanthekhola
1983,0,42,21,98,191.8879978,624.2518055,0,7,8.972438691,350,52,22,2162.357725,Kanthekhola
1984,0,40,18,125,292.053645,994.0489358,7,13,11.99724614,360,73,38,2699.380382,Kanthekhola
1985,0,29,13,136,91.22394,453.3053675,14,16,9.019730281,350,62,27,2245.91284,Kanthekhola
1986,0,52,18,116,453.4329323,731.8558131,0,24,10.54701708,352,73,28,2489.096031,Kanthekhola
1987,0,27,24,112,102.845244,450.7455603,22,7,9.370917425,365,66,27,2192.794678,Kanthekhola
1988,0,9,30,114,204.759637,992.218298,16,0,11.14782539,366,73,32,2597.443316,Kanthekhola
1989,0,25,22,147,319.258633,789.0780973,11,9,10.52016909,357,61,19,2345.997707,Kanthekhola
1990,0,15,25,163,295.0433128,840.0466931,0,0,10.65295636,362,81,27,2663.23909,Kanthekhola
1991,0,28,11,80,205.748157,809.7932512,0,0,9.533818049,348,63,24,2373.920694,Kanthekhola
1992,0,19,11,94,95.415391,385.0559133,8,14,7.813082231,363,54,17,1898.578982,Kanthekhola
1993,0,16,12,94,357.562015,997.5092991,0,6,10.76658068,365,83,32,2917.743364,Kanthekhola
1994,0,39,12,153,100.514595,461.7512238,13,6,7.972168705,365,54,16,2048.847357,Kanthekhola
1995,0,31,22,94,0,680.5037318,14,8,9.929604403,341,68,26,2313.597826,Kanthekhola
1996,0,26,18,131,323.670563,878.2459282,0,0,10.23966436,343,65,31,2457.519447,Kanthekhola
1997,0,26,10,98,96.7822537,580.6503562,0,19,9.01043425,365,56,25,2288.6503,Kanthekhola
1998,0,15,28,121,281.4256825,795.4182355,13,0,11.02567913,359,74,41,2701.291387,Kanthekhola
1999,0,26,17,67,95.804974,650.7205895,35,0,10.24312484,365,63,21,2120.326843,Kanthekhola
2000,0,31,14,117,242.968691,579.9310873,0,14,9.670838767,366,76,25,2572.443112,Kanthekhola
2001,0,14,22,135,300.575135,517.8929685,0,0,8.611601218,352,54,17,2109.842298,Kanthekhola
2002,0,13,26,99,358.629027,613.3143025,0,0,9.565465637,365,64,26,2381.800944,Kanthekhola
2003,0,31,21,126,566.144883,739.307478,0,6,10.02296732,361,73,21,2405.512157,Kanthekhola
2004,0,24,18,126,152.307587,657.817449,6,7,9.759720574,353,72,25,2488.728746,Kanthekhola
2005,0,20,27,87,180.020243,427.3297665,21,14,8.289651738,365,55,16,1890.040596,Kanthekhola
2006,0,7,20,85,217.511809,419.958561,21,6,8.916234817,365,57,19,2015.069069,Kanthekhola
2007,0,17,16,111,642.8551663,1505.863945,0,0,13.43761387,365,79,42,3251.902557,Kanthekhola
2008,0,10,35,118,194.833944,582.247647,7,0,9.867769147,366,76,23,2388.000134,Kanthekhola
2009,0,6,27,98,266.474142,559.6686575,27,0,9.36097615,357,48,21,1937.722063,Kanthekhola
2010,0,15,15,112,596.3603,1285.884979,39,0,13.12793809,365,66,31,2717.483184,Kanthekhola
2011,0,18,17,134,534.781493,1111.865682,0,0,12.08356783,365,73,34,3008.80839,Kanthekhola
2012,0,36,17,83,240.84736,742.4089905,0,15,10.00063156,335,60,26,2160.136416,Kanthekhola
2013,0,25,26,102,247.0197425,1063.032618,0,15,11.90630817,365,79,37,2809.888727,Kanthekhola
2014,0,33,17,129,122.520194,644.4308001,6,0,10.1043481,365,70,32,2313.895716,Kanthekhola
2015,0,24,13,114,216.5730255,772.6621088,0,0,10.07624762,365,62,30,2458.604418,Kanthekhola
2016,0,2,24,94,234.144409,796.4922855,0,0,12.05095763,366,95,42,2916.331746,Kanthekhola
2017,0,20,24,110,270.212089,824.3723917,13,0,10.67490098,365,67,34,2561.976234,Kanthekhola
2018,0,7,41,128,286.313374,813.902232,0,0,10.58813578,365,88,31,2742.327166,Kanthekhola
2019,0,32,12,143,293.3984348,916.7490856,7,0,10.55473116,365,69,31,2617.573328,Kanthekhola
2020,0,24,18,134,458.673767,1718.341554,13,0,14.70237362,356,97,51,3704.998152,Kanthekhola
2021,0,6,22,123,648.3463718,1577.782572,7,0,13.80738252,365,97,47,3603.726838,Kanthekhola
2022,0,21,32,66,0,858.6886759,7,0,11.82628825,362,81,35,2755.525162,Kanthekhola
1950,0,0,23,109,401.3514107,1076.404525,0,30,14.17742809,365,93,43,3289.163317,Kawasoti
1951,0,0,35,129,0,492.8934462,0,14,11.60541106,365,89,28,2274.660567,Kawasoti
1952,0,0,38,179,398.8237405,739.5332741,0,12,13.98638496,366,108,34,3160.923002,Kawasoti
1953,0,0,15,131,139.575777,770.5780197,0,57,12.55915364,365,90,33,2888.605338,Kawasoti
1954,0,0,28,135,157.880252,857.2042825,14,27,17.02084402,365,94,43,2825.460107,Kawasoti
1955,0,0,88,127,0,582.875949,55,35,15.67505769,365,79,35,2351.258653,Kawasoti
1956,0,0,87,117,420.4996208,1062.544064,16,6,17.86743121,366,90,46,3108.933031,Kawasoti
1957,0,0,47,60,496.517637,1190.773539,42,0,19.4577822,365,68,34,2685.173943,Kawasoti
1958,0,0,45,97,174.62085,1031.671772,27,16,16.88596106,365,84,42,2718.639731,Kawasoti
1959,0,0,93,41,403.113847,1074.246173,27,0,18.86108333,365,99,51,3206.384166,Kawasoti
1960,0,0,126,102,140.89863,668.8049449,72,0,15.33058836,366,76,33,2314.918842,Kawasoti
1961,0,0,21,76,295.382723,1140.626531,13,9,16.42087609,365,95,38,3070.703829,Kawasoti
1962,0,0,49,68,915.3103081,1626.184665,0,6,20.57909121,365,95,46,3663.078236,Kawasoti
1963,0,0,48,120,287.4125991,1128.056267,0,7,17.22813931,365,96,50,3204.433911,Kawasoti
1964,0,1,122,99,197.4926,1066.484504,65,51,17.79390724,366,83,38,2686.879994,Kawasoti
1965,0,0,26,45,0,927.3410064,55,61,14.71330437,365,80,38,2501.261742,Kawasoti
1966,0,0,66,107,458.304894,1085.36344,41,39,17.24302019,365,70,30,2586.453029,Kawasoti
1967,0,0,72,125,163.736334,816.0147622,11,21,16.09000911,365,87,43,2687.031522,Kawasoti
1968,0,0,53,132,1984.07268,2568.278336,9,24,26.84803658,366,90,47,4564.166218,Kawasoti
1969,0,0,31,112,0,197.9181988,19,7,11.46954334,365,73,30,1995.700542,Kawasoti
1970,0,0,69,115,425.2266576,1042.969421,6,6,17.42559368,365,98,40,2962.350925,Kawasoti
1971,0,0,84,114,139.378955,577.0423351,7,20,13.69086961,365,103,41,2861.391749,Kawasoti
1972,0,0,69,68,137.4030978,755.019857,31,7,14.08843459,366,64,29,2183.707362,Kawasoti
1973,0,0,40,130,580.7563178,1759.914509,35,6,18.9498372,365,90,44,3619.418905,Kawasoti
1974,0,0,63,106,293.582127,965.259885,12,39,15.21267614,365,84,37,2723.069029,Kawasoti
1975,0,0,62,75,423.3691547,1210.096393,9,19,17.62738178,365,94,38,3067.164429,Kawasoti
1976,0,0,42,93,283.128335,836.0255164,0,22,16.43469053,366,91,38,2695.289247,Kawasoti
1977,0,0,86,51,0,189.933177,12,0,9.825917714,365,70,20,1857.098448,Kawasoti
1978,0,0,25,70,514.028545,798.2073086,6,0,14.90930337,365,85,32,2653.856,Kawasoti
1979,0,0,44,62,0,468.6436177,27,22,13.43194765,365,74,43,2229.703311,Kawasoti
1980,0,0,58,83,0,354.6038615,18,7,11.84816911,366,77,24,2073.429595,Kawasoti
1981,0,0,34,92,0,510.504383,0,12,12.37777181,365,71,32,2153.732294,Kawasoti
1982,0,0,49,87,134.5360632,754.3184533,0,35,12.61730293,365,66,22,2132.324194,Kawasoti
1983,0,0,36,52,0,264.5536718,15,0,11.03909068,365,70,27,1942.87996,Kawasoti
1984,0,0,55,75,198.11668,774.422149,27,27,15.89967853,366,76,36,2543.948565,Kawasoti
1985,0,0,49,120,0,580.7336865,24,15,12.27507259,365,73,32,2246.338284,Kawasoti
1986,0,0,44,58,0,295.231438,9,19,13.26118767,365,80,35,2188.095966,Kawasoti
1987,0,0,40,82,141.555548,1078.752872,18,9,14.55594841,365,61,30,2503.623127,Kawasoti
1988,0,0,80,94,270.115806,637.5370142,44,0,12.93865768,366,67,20,2109.001202,Kawasoti
1989,0,0,39,114,135.651221,484.259647,21,9,13.67537202,365,76,34,2379.514731,Kawasoti
1990,0,0,74,161,0,322.9251697,16,0,11.44521526,365,88,33,2380.604773,Kawasoti
1991,0,0,53,57,194.844034,386.7560185,6,0,11.61328921,365,64,20,1997.485744,Kawasoti
1992,0,0,43,54,0,365.2562231,13,7,11.35975852,366,69,24,1817.561363,Kawasoti
1993,0,0,78,80,0,263.2222612,0,7,12.79662636,365,94,29,2328.985998,Kawasoti
1994,0,0,57,86,0,294.632225,13,13,12.13303468,365,71,32,2014.083757,Kawasoti
1995,0,0,43,91,352.564374,1395.146922,17,0,16.01974691,365,62,36,2691.317481,Kawasoti
1996,0,0,22,75,644.535385,1022.275797,6,12,15.53033414,366,73,30,2624.62647,Kawasoti
1997,0,0,77,71,275.313728,846.9675198,0,19,12.60168627,365,70,20,2343.913647,Kawasoti
1998,0,0,29,86,827.2165418,1219.639812,7,0,16.43452072,365,88,36,3073.255374,Kawasoti
1999,0,0,62,56,666.884365,1304.583688,33,0,17.43100558,365,69,32,2806.391898,Kawasoti
2000,0,0,65,73,195.914411,732.1530671,9,7,13.35743658,366,77,29,2457.768332,Kawasoti
2001,0,0,27,130,0,445.107038,0,0,13.34095201,365,94,34,2494.758025,Kawasoti
2002,0,0,71,119,508.8368198,850.9724335,0,0,14.16490663,365,84,29,2733.82698,Kawasoti
2003,0,0,60,72,417.671914,1112.090016,0,0,15.67221088,365,82,35,2820.997959,Kawasoti
2004,0,0,25,150,136.780061,524.0335212,8,0,12.7909443,366,85,26,2430.279418,Kawasoti
2005,0,0,44,52,166.4264787,390.9562597,10,0,10.91682852,365,56,20,1801.276706,Kawasoti
2006,0,0,96,44,0,297.0943635,7,0,11.1562669,365,71,24,1985.815508,Kawasoti
2007,0,0,49,59,633.727167,1627.765872,0,10,18.25504889,365,89,45,3468.459289,Kawasoti
2008,0,0,52,121,161.721955,901.746745,6,7,14.62864231,366,84,39,2647.784258,Kawasoti
2009,0,0,43,63,474.1957015,768.7487505,34,0,15.57606762,365,69,31,2305.258008,Kawasoti
2010,0,0,42,109,735.365404,1025.959075,25,0,16.13422418,365,72,32,2758.952335,Kawasoti
2011,0,0,29,89,0,625.5580525,0,0,12.10774531,365,78,33,2397.333572,Kawasoti
2012,0,0,22,83,270.935384,768.3927228,12,21,14.62858391,366,62,26,2238.173339,Kawasoti
2013,0,0,85,121,0,392.6313582,0,8,11.78596685,365,84,29,2215.761768,Kawasoti
2014,0,0,36,92,294.4235732,993.6717707,8,0,14.49065814,365,72,21,2492.3932,Kawasoti
2015,0,0,17,100,0,227.7787777,0,0,10.61828868,365,77,26,1964.383405,Kawasoti
2016,0,0,70,90,302.55732,900.4768173,13,0,15.52856084,366,95,38,2872.783756,Kawasoti
2017,0,0,32,105,813.556058,1198.138554,15,0,15.66896815,365,84,31,3024.110853,Kawasoti
2018,0,0,86,60,165.85631,415.501566,6,7,14.12276167,365,87,40,2556.219861,Kawasoti
2019,0,0,50,77,423.1692535,867.6774045,6,0,13.98187335,365,77,31,2684.519683,Kawasoti
2020,0,0,18,68,465.2943982,1414.342075,20,0,16.00480585,366,87,41,3280.9852,Kawasoti
2021,0,0,104,117,347.729548,1198.222968,12,0,17.50886226,365,92,49,3239.139518,Kawasoti
2022,0,0,49,102,0,285.4447638,8,0,10.63924357,365,69,23,2095.930984,Kawasoti
1950,0,20,17,128,0,1333.919884,9,7,15.65381164,365,116,73,4210.875332,Kushma
1951,0,15,11,91,227.4178423,975.610917,0,9,12.39828869,365,94,51,3409.529389,Kushma
1952,0,16,13,82,256.3318932,1068.054466,0,6,12.15823614,366,102,40,3513.730244,Kushma
1953,0,31,13,113,714.365121,1414.237334,7,6,12.37438419,361,91,34,3551.448263,Kushma
1954,0,21,20,141,584.503872,2099.917352,8,19,17.65527969,365,95,63,4254.922405,Kushma
1955,0,41,12,121,768.3924623,1453.847088,35,16,15.31041087,362,80,42,3414.221623,Kushma
1956,0,32,11,117,521.1107277,1452.262334,23,0,13.55121754,366,83,41,3374.253168,Kushma
1957,0,28,16,64,1491.521805,2215.695155,30,0,16.75775788,365,79,46,3921.315343,Kushma
1958,0,6,10,91,1501.967534,2265.717842,33,7,16.71241001,365,77,48,4261.664552,Kushma
1959,0,9,17,52,493.7919873,1427.04883,25,0,13.24281635,365,84,42,3390.160985,Kushma
1960,0,12,34,111,502.222808,867.1651864,41,0,12.2716728,366,68,33,2650.681325,Kushma
1961,0,31,20,114,797.232472,1630.892682,13,11,14.20139637,353,84,43,3621.356074,Kushma
1962,0,18,14,153,431.384287,923.9021707,0,0,13.24623951,365,95,42,3324.806118,Kushma
1963,0,15,14,75,264.240109,1185.384061,0,0,12.29050483,365,90,42,3281.56479,Kushma
1964,0,31,24,110,752.513786,1921.394174,52,24,18.3835887,366,90,46,3787.019271,Kushma
1965,0,28,16,111,311.8000261,874.6698891,31,20,13.75509958,365,79,44,2874.815812,Kushma
1966,0,14,22,104,851.7996259,1965.307642,51,0,17.28837134,365,81,51,3647.846352,Kushma
1967,0,20,21,121,721.6135862,1606.727739,11,18,13.77238478,362,73,39,3346.689502,Kushma
1968,0,22,15,117,675.4847079,1854.571075,17,11,14.56863682,366,86,44,3685.865115,Kushma
1969,0,18,12,122,0,460.5858973,9,0,10.07230111,365,74,34,2407.279966,Kushma
1970,0,8,13,89,467.998979,1022.179979,0,0,13.30107078,365,84,41,3085.84842,Kushma
1971,0,14,24,144,365.488023,1258.20576,0,0,13.61411831,365,99,45,3594.127235,Kushma
1972,0,6,16,68,237.105693,728.5281179,29,0,11.92236759,366,74,38,2754.066914,Kushma
1973,0,19,24,109,437.1288956,1429.997305,28,0,14.56742215,365,83,45,3423.344205,Kushma
1974,0,18,40,107,235.754381,1031.829124,8,16,12.25803436,365,84,33,3052.250556,Kushma
1975,0,21,19,123,237.3274649,1377.497519,21,13,14.09952407,365,88,51,3440.283874,Kushma
1976,0,11,15,140,280.7634862,862.7276637,0,0,11.7862481,366,70,42,2934.775777,Kushma
1977,0,13,9,104,0,770.6007476,0,0,10.28509847,365,76,39,2879.827571,Kushma
1978,0,30,17,85,656.9893228,1290.626034,0,0,13.3714563,356,93,43,3503.321551,Kushma
1979,0,21,16,75,136.0712178,816.8697989,18,17,12.10152487,365,69,42,2771.249195,Kushma
1980,0,27,15,130,109.414326,427.535926,19,0,10.33975299,361,82,31,2471.200965,Kushma
1981,0,29,14,101,259.156063,890.7738363,0,10,11.86348836,353,84,39,3238.732323,Kushma
1982,0,14,16,93,123.805544,730.3840218,0,10,10.61023864,365,76,33,2737.441568,Kushma
1983,0,29,17,98,252.5947493,736.9092351,7,19,10.42396488,364,66,34,2678.958974,Kushma
1984,0,30,13,129,355.628125,1315.029613,26,13,14.32091937,366,92,48,3422.69973,Kushma
1985,0,23,12,110,112.228386,656.3927075,12,0,10.57327948,363,68,41,2664.466429,Kushma
1986,0,33,14,58,555.4054648,699.9410838,0,21,11.85340197,365,82,42,2915.936886,Kushma
1987,0,11,15,132,141.9641188,805.1881297,27,7,11.26390058,365,78,34,2804.711244,Kushma
1988,0,3,34,114,353.961102,1429.885137,10,8,14.0090341,366,76,46,3334.150115,Kushma
1989,0,16,12,147,372.577586,1028.133843,11,9,12.45132791,365,77,38,3013.221354,Kushma
1990,0,9,19,105,508.7174167,1102.849203,0,0,12.6443778,365,100,35,3376.048873,Kushma
1991,0,19,8,79,344.823817,938.9945836,0,0,11.87842743,350,85,36,3005.24214,Kushma
1992,0,13,11,110,114.185661,527.2272082,7,7,9.445860068,364,68,25,2389.802597,Kushma
1993,0,4,10,94,628.7194012,1236.422582,0,6,12.89566832,365,100,44,3713.952475,Kushma
1994,0,27,12,101,228.31317,685.9824692,15,8,9.624425967,365,68,25,2406.106492,Kushma
1995,0,20,9,102,226.6133285,913.2694986,14,7,11.40223243,364,81,35,2850.558107,Kushma
1996,0,15,13,119,332.77757,995.7636486,0,6,11.98121008,366,79,39,3091.152202,Kushma
1997,0,17,14,83,148.0996152,811.3615721,0,12,10.9816326,365,71,33,2833.261211,Kushma
1998,0,9,18,90,224.775181,1156.42463,23,0,14.29389627,365,93,59,3630.649652,Kushma
1999,0,12,22,73,132.900578,701.9980393,37,0,11.95718423,365,77,34,2618.623347,Kushma
2000,0,24,20,117,144.801657,708.8640537,0,8,11.87648758,366,92,46,3242.281109,Kushma
2001,0,9,14,90,253.790908,667.8518843,0,0,10.13990341,365,71,23,2555.255659,Kushma
2002,0,8,14,102,263.066056,759.2571613,0,0,11.22226307,365,71,42,2951.455187,Kushma
2003,0,22,21,71,551.15415,886.7460492,0,6,11.67653476,365,86,31,3012.545968,Kushma
2004,0,18,13,150,360.982039,893.261043,0,7,12.50006729,366,92,45,3262.517563,Kushma
2005,0,15,13,83,201.060131,383.7745664,21,19,9.97495376,365,68,28,2284.264411,Kushma
2006,0,4,19,85,252.2648723,633.6384213,20,6,10.75376318,365,71,27,2527.134348,Kushma
2007,0,11,11,109,632.8740462,1974.796318,7,0,15.73292194,365,95,58,4122.025549,Kushma
2008,0,9,35,135,322.838513,878.999127,7,0,12.11746694,366,90,36,3005.1318,Kushma
2009,0,3,22,96,445.979263,877.2525007,46,0,11.27966061,365,63,28,2447.686352,Kushma
2010,0,5,15,112,602.391002,1323.467645,37,0,14.59753358,365,87,37,3240.652454,Kushma
2011,0,11,15,122,620.598225,1559.432971,0,0,15.10713793,365,89,53,3761.677345,Kushma
2012,0,29,12,49,400.675815,841.342055,0,12,11.57247009,366,71,36,2638.523181,Kushma
2013,0,14,15,102,141.8227593,1169.802549,0,14,14.39399119,365,92,54,3468.951878,Kushma
2014,0,13,15,129,121.071019,772.9617565,7,0,11.90808377,365,84,40,2846.032022,Kushma
2015,0,15,8,113,395.2381038,1041.594069,0,0,11.63567216,365,81,36,3188.174171,Kushma
2016,0,1,24,94,449.6896642,999.8181585,0,0,14.95576065,366,105,60,3723.984402,Kushma
2017,0,15,22,151,510.901642,1107.989482,14,0,13.05484179,365,81,41,3224.545922,Kushma
2018,0,7,14,128,122.399606,1119.43785,0,0,13.3212289,365,94,53,3543.446888,Kushma
2019,0,16,9,83,286.1801725,1186.446616,0,0,12.49261557,365,87,45,3298.050511,Kushma
2020,0,16,17,123,250.533871,1953.652128,12,0,17.26669638,366,104,62,4299.407398,Kushma
