Date,ice_days,frost_days,cdd,cwd,r99p,r95p,wsdi,csdi,sdii,gsl,r10mm,r20mm,prcptot,Municipality
1950,0,17,14,128,120.702245,1471.724163,14,0,16.687487,365,122,73,4455.55903,Aandhikhola
1951,0,12,8,91,221.2091717,980.0176822,0,9,12.69946442,365,99,52,3543.150574,Aandhikhola
1952,0,11,13,81,277.4677102,1115.231021,0,6,12.69928654,366,104,46,3720.890955,Aandhikhola
1953,0,25,13,60,838.73123,1334.267187,7,11,13.0185142,362,94,43,3775.369118,Aandhikhola
1954,0,15,20,141,621.725373,2281.973971,8,13,18.87830502,365,106,65,4587.42812,Aandhikhola
1955,0,33,13,120,773.5129035,1507.45321,35,22,16.43256862,363,89,48,3582.29996,Aandhikhola
1956,0,24,17,117,562.4875572,1638.571034,24,0,14.39284289,366,86,43,3612.603565,Aandhikhola
1957,0,16,19,62,1564.819522,2196.244034,31,7,17.68440722,365,83,51,4085.098068,Aandhikhola
1958,0,2,21,89,1432.87242,2359.154929,33,7,17.72825178,365,90,53,4432.062945,Aandhikhola
1959,0,4,15,38,571.520589,1513.888201,25,0,14.44246711,365,94,49,3668.386647,Aandhikhola
1960,0,11,32,110,510.304841,1015.199641,50,6,13.33450048,366,75,35,2853.583102,Aandhikhola
1961,0,25,21,57,841.004454,1670.331393,14,9,15.1834676,365,90,46,3780.683433,Aandhikhola
1962,0,10,14,79,705.061191,1206.310223,6,0,14.37027376,365,100,41,3592.568439,Aandhikhola
1963,0,8,15,75,280.369773,1292.406148,0,0,12.95305424,365,97,46,3497.324644,Aandhikhola
1964,0,22,24,110,884.813396,1985.71196,54,9,19.92853756,366,98,54,4045.493125,Aandhikhola
1965,0,22,19,111,321.5618466,1087.360399,31,22,14.86831955,365,84,45,3107.478786,Aandhikhola
1966,0,7,25,103,755.6991918,2182.496872,60,0,18.47530039,365,85,52,3805.911881,Aandhikhola
1967,0,11,21,121,792.4910815,1693.954356,11,22,14.75720592,365,82,42,3600.758243,Aandhikhola
1968,0,19,14,117,901.4777676,2095.091362,17,11,16.01139062,366,92,49,4034.870437,Aandhikhola
1969,0,14,11,122,0,354.8446128,8,0,10.37949356,365,81,36,2511.837442,Aandhikhola
1970,0,6,11,84,464.152742,1016.373982,0,0,14.65907157,365,90,47,3312.950174,Aandhikhola
1971,0,9,24,120,374.4501472,1314.541032,0,0,14.31327583,365,114,49,3807.331371,Aandhikhola
1972,0,3,16,68,277.231755,906.2366278,29,0,13.36076925,366,82,39,3006.173081,Aandhikhola
1973,0,8,24,109,463.0774785,1487.574623,29,0,15.21231871,365,88,50,3620.531854,Aandhikhola
1974,0,14,40,64,362.970175,1083.299416,16,21,13.41022523,365,91,39,3325.735857,Aandhikhola
1975,0,16,19,123,232.0661574,1581.777012,15,7,15.26250961,365,95,56,3754.577365,Aandhikhola
1976,0,7,11,127,277.2268716,926.9811477,0,0,12.87286921,366,79,44,3192.471564,Aandhikhola
1977,0,10,13,88,0,772.020265,0,0,11.0445295,365,81,45,3059.334671,Aandhikhola
1978,0,20,8,85,846.0589038,1286.63918,0,8,14.78164037,356,95,49,3724.973374,Aandhikhola
1979,0,13,16,43,150.7337866,926.1807391,18,16,12.98433979,365,72,46,2908.492113,Aandhikhola
1980,0,15,15,130,128.693372,405.7713712,20,6,11.24282877,366,85,38,2630.821932,Aandhikhola
1981,0,18,15,93,276.59691,971.6026108,0,10,12.60080896,365,90,42,3377.016801,Aandhikhola
1982,0,8,16,93,115.271825,763.0272874,0,10,11.2722862,365,86,36,2919.522127,Aandhikhola
1983,0,20,18,51,237.9237252,814.7196526,7,6,11.28403943,365,81,38,2854.861975,Aandhikhola
1984,0,23,13,129,414.0648452,1484.453829,26,13,15.24944603,366,91,51,3705.615386,Aandhikhola
1985,0,18,12,96,128.537331,639.7739374,18,6,11.33439729,365,73,42,2810.930528,Aandhikhola
1986,0,21,13,58,449.964454,731.200632,8,21,12.44244526,365,88,45,3035.956644,Aandhikhola
1987,0,8,15,60,252.4950958,1003.094833,24,7,12.33121146,365,83,37,3033.478019,Aandhikhola
1988,0,1,21,114,481.092362,1458.990807,9,8,14.85382439,366,81,46,3535.210205,Aandhikhola
1989,0,13,23,103,493.134153,1057.856643,18,9,13.54123092,365,87,41,3236.354191,Aandhikhola
1990,0,6,19,103,547.9816294,1250.481253,0,0,13.31493653,365,102,39,3568.40299,Aandhikhola
1991,0,13,13,79,261.040396,881.7430566,6,0,12.79699172,362,87,39,3135.262971,Aandhikhola
1992,0,10,17,110,105.276543,543.0023104,7,6,10.06999353,365,77,25,2507.428388,Aandhikhola
1993,0,1,8,94,499.4054266,1211.127636,0,0,13.49613523,365,107,46,3846.398541,Aandhikhola
1994,0,21,14,101,135.453635,647.2131292,15,8,10.28114013,365,74,27,2498.317052,Aandhikhola
1995,0,17,11,102,243.5306756,915.3980326,14,8,12.2111229,365,84,37,3052.780724,Aandhikhola
1996,0,9,20,114,371.131713,1208.930876,0,0,12.80008443,366,84,44,3366.422205,Aandhikhola
1997,0,12,11,83,255.3560704,730.4156968,0,12,11.732279,365,80,35,3015.195704,Aandhikhola
1998,0,5,18,89,124.792534,1304.401502,21,0,15.61932532,365,97,61,3936.06998,Aandhikhola
1999,0,7,22,73,143.966229,858.136708,38,0,12.73635506,365,83,38,2776.525402,Aandhikhola
2000,0,18,19,117,141.680342,736.739448,0,8,12.48436476,366,101,50,3433.200309,Aandhikhola
2001,0,5,14,123,266.045815,694.5842922,0,0,11.1382175,365,83,28,2740.001505,Aandhikhola
2002,0,8,14,101,144.040162,749.8768202,0,0,11.71558274,365,82,43,3128.060593,Aandhikhola
2003,0,12,21,71,463.478733,997.2978232,0,6,12.84352303,365,93,38,3300.785418,Aandhikhola
2004,0,12,15,120,266.091598,833.535878,0,0,13.23372303,366,98,48,3427.534265,Aandhikhola
2005,0,9,15,83,195.827842,429.4316894,15,19,10.9463771,365,71,28,2441.042094,Aandhikhola
2006,0,2,19,85,276.9180218,749.9637148,19,6,11.55700435,365,71,30,2704.339019,Aandhikhola
2007,0,7,11,77,729.7826208,1963.999087,6,0,16.73131779,365,99,61,4350.142626,Aandhikhola
2008,0,7,34,86,368.963106,958.0569642,7,0,13.21018943,366,96,44,3262.916788,Aandhikhola
2009,0,2,19,81,581.4114234,996.9305444,61,0,12.24395142,365,67,35,2693.669312,Aandhikhola
2010,0,2,10,112,781.963995,1404.025851,37,0,15.20782463,365,92,43,3497.799665,Aandhikhola
2011,0,7,15,122,803.911709,1664.374618,0,0,16.05331057,365,94,55,3917.007778,Aandhikhola
2012,0,19,12,49,392.340419,949.910789,6,12,12.67830289,366,79,39,2827.261545,Aandhikhola
2013,0,10,15,91,119.8799184,1066.370298,0,14,15.03878163,365,96,56,3594.268808,Aandhikhola
2014,0,4,14,129,224.7109412,705.3658174,8,0,12.98674074,365,84,45,2999.93711,Aandhikhola
2015,0,6,8,112,302.923274,999.2748432,0,0,12.16692645,365,85,41,3345.904774,Aandhikhola
2016,0,0,24,94,445.592293,1070.728997,0,0,15.8368446,366,112,66,3927.53746,Aandhikhola
2017,0,11,20,59,567.444274,1310.085219,8,0,14.21513753,365,93,47,3496.923832,Aandhikhola
2018,0,3,14,105,132.029304,1291.827269,0,0,14.55669255,365,103,57,3799.296754,Aandhikhola
2019,0,11,8,83,300.2202214,1190.938709,0,0,13.18985893,365,93,49,3548.072053,Aandhikhola
2020,0,13,17,123,242.04601,1892.980303,13,0,17.55751561,366,102,67,4371.821387,Aandhikhola
2021,0,2,28,80,526.6272694,1943.544146,7,0,16.96811236,365,106,58,4242.028091,Aandhikhola
2022,0,4,11,49,0,1099.898197,7,0,12.88523966,365,86,45,3234.195154,Aandhikhola
1950,0,59,11,151,241.7505359,1211.395541,0,0,14.18004491,311,129,60,3800.252035,Aarughat
1951,0,70,12,140,706.0721617,1251.383338,0,12,13.05437472,305,113,48,3655.224921,Aarughat
1952,0,86,7,173,89.48039313,786.7749016,0,7,11.47625692,285,113,41,3305.161994,Aarughat
1953,0,77,7,170,189.79562,685.1420078,0,8,10.1401675,297,104,31,3102.891254,Aarughat
1954,0,71,14,139,883.3363474,1699.091887,7,6,15.13186294,299,116,56,3904.020637,Aarughat
1955,0,73,11,128,313.6118203,642.3840643,26,15,11.56476165,303,100,40,2856.496129,Aarughat
1956,0,72,14,169,158.742627,693.4132188,7,6,11.20985544,291,114,42,3127.549666,Aarughat
1957,0,71,10,83,870.75087,1259.363234,27,0,12.29804553,307,80,33,3062.213338,Aarughat
1958,0,43,22,121,510.4752661,1209.046141,27,0,12.84259438,343,101,47,3339.07454,Aarughat
1959,0,32,19,153,222.3028651,610.0471367,24,0,11.34401344,359,111,34,3074.227642,Aarughat
1960,0,62,24,114,415.3856339,838.3346494,44,7,11.97461606,337,89,38,2778.110927,Aarughat
1961,0,66,13,172,697.959585,999.1031973,14,12,12.29023095,295,106,41,3404.393974,Aarughat
1962,0,67,17,163,399.7169918,1019.050057,0,0,13.66595377,300,125,47,3402.822488,Aarughat
1963,0,71,31,114,90.130585,653.7852874,0,6,11.52884774,311,108,41,3147.375434,Aarughat
1964,0,68,11,112,526.533672,1152.873508,46,0,13.38108067,361,110,38,3251.602603,Aarughat
1965,0,59,11,113,546.4194221,1058.239319,23,6,12.80820982,365,91,40,3048.353938,Aarughat
1966,0,64,20,126,612.2963031,1342.113046,60,10,14.32311673,334,85,40,3093.793214,Aarughat
1967,0,68,22,137,552.40948,938.0104822,11,0,11.33399325,332,91,37,3241.522069,Aarughat
1968,0,64,22,141,329.3667362,826.9688766,14,13,11.98330517,325,102,41,3127.642649,Aarughat
1969,0,57,11,133,0,382.9688932,8,0,9.660804982,313,89,31,2598.75654,Aarughat
1970,0,63,17,148,794.8705614,1559.440877,6,0,14.16698944,324,105,51,3725.918222,Aarughat
1971,0,59,9,201,622.2941515,1322.475326,0,0,13.36603353,360,110,34,3582.096985,Aarughat
1972,0,43,14,98,1368.904848,1641.142073,27,22,13.92255437,366,86,35,3508.4837,Aarughat
1973,0,51,20,172,396.2299386,789.867777,8,0,13.13722536,365,107,37,3060.973508,Aarughat
1974,0,63,22,127,464.8495202,843.5543929,8,6,11.33692555,341,101,31,3094.980676,Aarughat
1975,0,63,11,162,309.4691776,825.353684,14,0,11.57545048,295,96,38,3009.617124,Aarughat
1976,0,46,11,174,189.5444974,1004.926533,0,0,11.72636773,333,97,40,3130.940184,Aarughat
1977,0,58,11,206,166.766721,660.1592445,0,6,10.76744308,318,109,38,3187.16315,Aarughat
1978,0,76,28,161,440.4865161,1058.279489,0,13,12.74281782,324,104,43,3351.361087,Aarughat
1979,0,74,9,108,619.2917497,1113.713456,17,0,11.12494215,344,78,31,2914.734844,Aarughat
1980,0,66,14,156,0,312.6043558,7,0,9.378613979,318,88,27,2541.604388,Aarughat
1981,0,70,11,172,265.7989592,598.7823209,0,9,11.01997778,308,95,39,2953.354044,Aarughat
1982,0,59,11,113,242.7130978,513.0903475,0,14,10.18922723,328,101,32,2700.145216,Aarughat
1983,0,71,16,166,192.2253513,450.1845332,6,0,10.06943155,315,85,31,2607.98277,Aarughat
1984,0,61,11,130,460.9602383,994.4972054,19,11,12.13730079,317,102,31,3119.286303,Aarughat
1985,0,47,12,167,80.330937,559.1334138,9,0,10.26818584,316,83,35,2813.482921,Aarughat
1986,0,72,15,146,232.707686,593.1865562,0,11,10.32274508,316,92,31,2756.172937,Aarughat
1987,0,64,22,139,794.0846893,1361.645836,33,0,13.68314391,324,85,43,3393.419691,Aarughat
1988,0,41,24,172,156.9062932,667.0775098,16,0,11.56858603,366,93,41,2938.420851,Aarughat
1989,0,66,11,148,188.279754,789.5295303,18,0,11.08552767,317,90,29,2848.980612,Aarughat
1990,0,39,19,159,284.115063,818.3947607,0,0,11.74458649,353,114,38,3241.505871,Aarughat
1991,0,64,10,150,83.691693,254.725999,6,0,9.234152958,293,93,23,2539.392063,Aarughat
1992,0,71,10,110,116.335169,259.770559,7,20,8.567704149,279,78,14,2364.686345,Aarughat
1993,0,40,9,171,330.0769878,720.79827,0,0,11.06886636,330,106,38,3265.315575,Aarughat
1994,0,66,9,177,78.9543257,372.6043372,0,0,8.966723266,328,88,20,2510.682514,Aarughat
1995,0,55,20,131,479.357445,909.2802755,8,0,11.52253292,317,92,36,2926.723363,Aarughat
1996,0,52,14,167,0,283.294321,0,6,10.19489521,342,102,33,2722.037022,Aarughat
1997,0,70,15,139,0,453.5346981,0,20,9.853385912,279,91,23,2680.120968,Aarughat
1998,0,44,18,119,370.300986,1133.71183,16,0,13.42751406,336,103,47,3330.023488,Aarughat
1999,0,56,21,124,176.948288,485.4032802,36,7,10.44949159,365,85,29,2591.473915,Aarughat
2000,0,55,14,169,240.706388,693.1767538,0,0,11.57427239,358,109,39,3067.182183,Aarughat
2001,0,58,17,164,72.8,423.1234672,0,0,9.963754313,337,94,28,2670.286156,Aarughat
2002,0,54,9,141,367.1182548,895.3605112,0,0,11.95798181,351,105,34,3192.781143,Aarughat
2003,0,60,18,147,188.905763,601.6520509,0,8,10.94282349,348,103,34,2921.733871,Aarughat
2004,0,53,15,158,576.7085886,1048.221706,9,0,12.25679239,321,96,32,3297.077154,Aarughat
2005,0,44,15,104,169.333671,446.2118838,9,6,9.363604872,365,78,19,2406.446452,Aarughat
2006,0,25,19,180,442.745099,920.7890292,21,0,11.13233777,365,94,29,2972.334183,Aarughat
2007,0,51,11,111,387.328757,1177.388001,14,0,12.27719027,365,96,40,3327.118563,Aarughat
2008,0,31,25,164,245.057468,686.3353711,6,0,10.88074986,366,99,31,2937.802462,Aarughat
2009,0,35,24,113,466.2751423,1077.914374,35,0,11.84149739,353,73,28,2877.483865,Aarughat
2010,0,51,12,105,420.57357,1205.458199,31,0,12.42985847,358,95,39,3206.903485,Aarughat
2011,0,57,15,166,97.164857,1073.829953,0,0,11.97363978,331,101,48,3256.83002,Aarughat
2012,0,54,14,133,178.83342,785.9794735,0,0,11.15267854,321,87,37,2866.238386,Aarughat
2013,0,56,12,132,0,773.6274223,6,7,12.37455591,338,108,48,3167.886312,Aarughat
2014,0,53,21,123,158.7896528,723.3662341,0,0,11.65283361,344,98,33,2773.3744,Aarughat
2015,0,51,9,175,189.8689635,660.7841745,13,0,10.3436199,305,79,31,2761.746514,Aarughat
2016,0,38,24,170,83.87682817,760.7576087,0,0,12.21042053,335,102,46,3296.813543,Aarughat
2017,0,59,20,134,419.550918,740.5126294,7,0,11.36987423,347,91,38,3035.75642,Aarughat
2018,0,43,20,173,196.8250838,1154.902511,0,0,13.08768999,365,113,53,3625.290128,Aarughat
2019,0,55,14,143,524.4012255,941.3525501,6,6,12.11246273,313,103,42,3282.477399,Aarughat
2020,0,47,26,178,414.0203925,1295.919715,18,0,14.54012002,323,124,58,3809.511446,Aarughat
2021,0,33,28,167,814.7501615,1537.071967,13,0,14.8369622,365,118,57,4020.816757,Aarughat
2022,0,48,17,168,319.9904445,864.9578992,0,0,12.25620866,308,104,47,3260.151504,Aarughat
1950,0,134,13,149,175.785632,1142.924023,0,0,13.79061709,219,121,62,3723.466615,Ajirkot
1951,1,139,20,141,626.6307116,1152.236852,0,8,12.38669532,208,101,42,3344.407736,Ajirkot
1952,0,153,9,189,179.9366538,680.3633067,0,16,11.29363193,213,113,40,3173.510572,Ajirkot
1953,14,164,10,170,372.9504101,768.0450157,0,20,10.56416422,222,101,33,3074.171788,Ajirkot
1954,7,152,20,139,744.923811,1445.875184,6,30,15.2154733,215,103,55,3514.774333,Ajirkot
1955,1,143,10,137,270.6426536,632.0969726,25,16,11.61982622,256,92,35,2626.080726,Ajirkot
1956,0,145,14,178,151.314328,743.7040824,13,9,11.4445199,240,104,36,2964.130654,Ajirkot
1957,4,144,11,87,959.416357,1343.610109,15,6,12.48851569,234,72,31,2897.33564,Ajirkot
1958,0,124,26,121,636.1776987,1217.483298,19,0,12.70067831,257,90,45,3086.26483,Ajirkot
1959,1,116,18,153,184.7681678,531.4299649,25,0,11.26992509,248,106,35,2885.100822,Ajirkot
1960,0,132,33,114,564.7352158,965.7024154,21,7,12.8598398,222,82,34,2674.846678,Ajirkot
1961,4,146,13,160,755.3485831,1049.116547,16,19,13.03323334,232,108,42,3297.408036,Ajirkot
1962,0,132,23,163,443.0995357,861.6763449,0,0,13.14697923,253,105,40,3036.952202,Ajirkot
1963,0,139,31,126,0,665.1431063,6,0,11.20024412,230,103,44,2889.662982,Ajirkot
1964,0,129,11,113,479.244215,1042.905795,43,7,13.42875706,246,99,39,3021.470337,Ajirkot
1965,0,154,15,113,581.6341236,1050.238877,17,0,12.69330331,212,87,35,2830.606638,Ajirkot
1966,0,151,41,126,456.2538259,1191.782186,49,9,14.35744783,238,80,38,2785.344878,Ajirkot
1967,0,158,24,128,470.6357991,858.329548,10,0,11.1498368,216,88,35,2898.957567,Ajirkot
1968,1,154,36,131,398.2407032,985.9424023,6,13,12.14339497,211,92,39,2902.271398,Ajirkot
1969,1,116,23,137,0,462.5746115,12,0,10.19852473,276,91,29,2396.653312,Ajirkot
1970,0,136,12,148,565.2012826,1535.341944,7,0,14.34026287,242,95,48,3484.683878,Ajirkot
1971,0,153,26,201,450.6249045,1319.433303,0,6,13.73534993,221,110,37,3420.102132,Ajirkot
1972,0,148,20,98,910.4899039,1254.594804,17,16,12.42440519,240,80,32,2919.735219,Ajirkot
1973,0,153,27,137,300.135518,959.2718551,22,0,12.8323822,221,97,32,2874.453613,Ajirkot
1974,0,145,29,127,381.529085,848.6744617,8,7,10.85136418,238,84,26,2734.543773,Ajirkot
1975,0,139,22,160,259.2735571,877.5820949,13,12,11.99666942,231,94,42,2807.220644,Ajirkot
1976,0,116,22,174,222.9379485,1122.318782,7,0,11.52788666,248,82,34,2858.915891,Ajirkot
1977,1,110,13,156,169.228043,750.5415378,0,13,10.32544148,257,83,31,2777.543757,Ajirkot
1978,5,137,28,175,370.496639,1071.316561,0,9,12.04701617,222,93,40,3071.989124,Ajirkot
1979,0,138,12,110,512.7739759,932.9465939,8,7,10.82776578,249,74,32,2663.630383,Ajirkot
1980,0,141,24,156,0,342.7487923,8,0,9.233145934,245,84,21,2262.120754,Ajirkot
1981,3,141,11,103,143.3949737,439.0584683,0,20,10.19610173,220,89,39,2600.005942,Ajirkot
1982,1,147,19,113,236.4480485,500.5180492,0,8,9.647815766,226,78,27,2325.1236,Ajirkot
1983,1,154,24,167,218.8640448,452.3512991,0,0,9.406055284,232,79,26,2360.919876,Ajirkot
1984,1,137,12,127,491.43258,923.4670264,9,11,12.34093946,240,99,26,2801.393257,Ajirkot
1985,0,123,21,167,88.421541,392.2700583,17,0,9.637853736,248,85,34,2496.204118,Ajirkot
1986,0,138,17,146,237.6637357,554.8687994,0,11,10.22270837,228,84,31,2514.786259,Ajirkot
1987,0,133,34,132,729.0782739,1122.226836,13,0,12.12630993,241,76,33,2837.556524,Ajirkot
1988,0,131,19,170,276.2329469,680.7508599,15,0,11.69867852,222,91,38,2807.682846,Ajirkot
1989,5,145,11,145,342.9494714,773.6587998,11,10,10.64391794,241,80,26,2618.403813,Ajirkot
1990,0,131,20,160,541.7241679,902.7145139,12,0,11.87939157,229,100,32,3041.124241,Ajirkot
1991,2,134,11,132,77.898648,252.4301941,0,0,8.798105628,236,82,20,2155.535879,Ajirkot
1992,1,123,11,107,164.243521,252.208511,7,0,7.960478831,251,72,15,2029.922102,Ajirkot
1993,0,126,14,189,403.5976203,551.7142773,0,0,10.19596483,241,96,28,2783.498398,Ajirkot
1994,1,136,10,144,69.4569524,369.88767,8,0,8.687604961,242,75,19,2258.77729,Ajirkot
1995,0,142,21,132,421.6286936,791.9361513,6,0,10.89922543,241,89,30,2692.10868,Ajirkot
1996,0,145,18,172,0,499.5920229,0,0,10.43573551,259,93,32,2515.012258,Ajirkot
1997,6,158,15,139,0,512.3996323,0,13,9.720757836,231,88,29,2537.117795,Ajirkot
1998,0,119,18,147,192.426537,1045.435607,23,0,12.30809451,236,90,45,2966.250777,Ajirkot
1999,0,130,17,171,87.676396,517.9247477,42,0,9.968030725,248,78,26,2352.455251,Ajirkot
2000,0,133,19,166,228.0716079,520.894645,0,6,10.61230584,233,97,31,2706.13799,Ajirkot
2001,0,132,18,182,0,345.6100597,0,0,9.484143064,236,90,23,2352.06748,Ajirkot
2002,0,142,10,155,357.5147077,931.5343327,0,0,11.48152793,222,93,32,2916.308094,Ajirkot
2003,1,125,21,124,161.460886,464.0253411,0,7,9.902922935,249,85,24,2485.633657,Ajirkot
2004,0,132,16,158,510.2301066,960.1193517,6,0,11.89281203,222,90,31,3020.774255,Ajirkot
2005,1,144,26,117,0,252.4204557,7,11,8.296506185,208,70,18,2032.644015,Ajirkot
2006,0,138,19,168,663.6928524,966.3805268,27,0,11.11045855,274,90,26,2799.835554,Ajirkot
2007,2,136,18,113,226.80508,1069.804616,7,0,12.28513462,227,96,42,3058.998521,Ajirkot
2008,3,117,35,154,181.6090754,606.0719933,12,0,10.25986504,227,91,31,2575.226126,Ajirkot
2009,0,134,25,146,587.1527587,963.3053178,28,0,11.27194,261,67,22,2581.27426,Ajirkot
2010,0,127,23,125,427.160314,1163.028379,21,0,12.01105975,254,85,36,2870.643281,Ajirkot
2011,1,130,19,165,173.455702,872.8374183,0,0,11.76392475,242,94,43,2952.745112,Ajirkot
2012,1,153,16,134,161.547489,725.5662097,0,0,10.51246466,234,77,36,2533.503983,Ajirkot
2013,0,150,17,170,73.2378109,800.3053396,0,14,12.031274,225,107,45,2995.787225,Ajirkot
2014,0,151,21,138,98.2549271,684.6774834,0,0,10.57121025,234,81,30,2452.520777,Ajirkot
2015,0,125,13,171,239.5755707,624.995451,6,0,9.732363383,253,75,27,2452.555573,Ajirkot
2016,0,104,28,170,70.028221,643.4511757,9,0,11.44188496,289,90,45,2929.122551,Ajirkot
2017,0,123,21,162,259.968874,785.4392009,6,0,10.88315829,247,83,29,2655.490623,Ajirkot
2018,0,121,20,173,265.5285703,1145.925293,0,0,12.91212561,231,100,49,3292.592031,Ajirkot
2019,1,122,11,143,395.6732086,921.1430092,7,6,10.82264915,245,87,37,2868.002024,Ajirkot
2020,1,141,25,167,374.6640494,1147.798113,12,0,13.60812391,237,115,47,3388.422853,Ajirkot
2021,0,125,22,167,630.4793848,1518.244981,14,0,14.51556558,249,113,58,3745.01592,Ajirkot
2022,1,99,31,172,87.114579,831.9707283,8,0,12.24375858,283,103,40,3011.964611,Ajirkot
1950,0,0,40,113,125.353688,726.8690403,8,16,14.39450379,365,98,46,3094.818315,Anbukhaireni
1951,0,0,28,106,821.5335254,1070.640741,0,8,14.87960879,365,87,37,3124.717846,Anbukhaireni
1952,0,0,17,178,223.9066457,724.8691389,0,8,12.06178126,366,92,39,3003.383534,Anbukhaireni
1953,0,2,17,134,131.660651,600.869754,0,16,11.23959726,365,77,33,2618.826162,Anbukhaireni
1954,0,0,34,135,543.5740766,1563.433968,14,30,19.07337328,365,86,47,3452.280563,Anbukhaireni
1955,0,0,47,126,355.9706344,890.4640019,46,29,18.02401283,365,88,45,2757.673963,Anbukhaireni
1956,0,1,37,126,423.5721113,821.7284127,15,7,14.05054095,366,78,31,2585.299536,Anbukhaireni
1957,0,0,53,61,487.01842,1163.76264,40,0,16.85853496,365,63,32,2495.063174,Anbukhaireni
1958,0,0,40,102,0,920.2849469,27,16,16.68919957,365,77,40,2536.758335,Anbukhaireni
1959,0,0,43,57,108.932523,647.5307945,26,0,13.90295907,365,88,35,2558.144469,Anbukhaireni
1960,0,0,50,100,423.816347,829.5829759,55,7,15.48811578,366,73,31,2354.193599,Anbukhaireni
1961,0,1,28,98,324.782806,969.0479136,13,12,14.70149074,365,79,33,2675.671314,Anbukhaireni
1962,0,0,49,114,665.7312272,1387.992007,0,6,17.82683617,365,85,41,3208.830511,Anbukhaireni
1963,0,0,35,99,111.556684,831.830272,0,0,15.0082573,365,85,45,2686.478057,Anbukhaireni
1964,0,1,71,111,542.251346,1041.813457,56,21,16.87335354,366,79,33,2665.989859,Anbukhaireni
1965,0,0,42,65,242.8311277,815.5741876,35,6,15.92273337,365,71,34,2436.178205,Anbukhaireni
1966,0,0,53,107,569.28723,1272.559127,58,8,18.09930646,365,78,38,2732.995276,Anbukhaireni
1967,0,0,81,121,130.847327,811.4549418,14,14,14.87065146,365,77,32,2453.657492,Anbukhaireni
1968,0,0,35,130,600.5293872,1331.216878,16,16,17.27725981,366,79,40,3040.797726,Anbukhaireni
1969,0,0,35,119,0,104.7857513,16,0,10.56744884,365,69,22,1764.763956,Anbukhaireni
1970,0,0,30,95,896.1362918,1437.11746,6,15,19.52020806,365,92,42,3298.915162,Anbukhaireni
1971,0,0,78,115,333.0557272,1130.441865,0,0,14.37728912,365,88,41,3019.230714,Anbukhaireni
1972,0,0,30,111,141.7788536,1193.384083,28,0,16.01189947,366,62,32,2561.903915,Anbukhaireni
1973,0,0,46,108,642.0318328,1142.3858,32,7,15.7417591,365,84,37,2912.225433,Anbukhaireni
1974,0,0,41,62,240.109566,1047.727291,18,29,14.93684775,365,71,37,2584.074662,Anbukhaireni
1975,0,0,34,122,231.1946064,895.4294689,15,11,15.25956519,365,84,33,2578.866517,Anbukhaireni
1976,0,0,46,117,365.8618369,688.5023565,0,7,14.27903302,366,66,34,2455.99368,Anbukhaireni
1977,0,0,52,88,362.177929,606.266875,6,0,11.85939318,365,68,28,2229.565919,Anbukhaireni
1978,0,0,25,76,689.7319736,1020.563168,6,14,14.60098596,365,61,30,2569.773529,Anbukhaireni
1979,0,0,44,61,274.3422432,1081.152491,26,15,14.5370019,365,62,29,2354.994308,Anbukhaireni
1980,0,0,36,118,0,316.417359,26,0,11.66777683,366,71,32,2006.857614,Anbukhaireni
1981,0,0,38,92,116.0505942,534.7356369,0,0,11.35986219,365,65,31,2192.453403,Anbukhaireni
1982,0,0,33,91,118.5638797,442.2104342,0,7,11.45871689,365,67,21,1879.22957,Anbukhaireni
1983,0,0,34,96,0,221.940978,7,0,10.62392004,365,66,28,1880.433846,Anbukhaireni
1984,0,0,54,116,429.3490468,922.2370466,20,17,15.94127585,366,72,32,2534.662861,Anbukhaireni
1985,0,0,49,121,266.5517033,665.8133153,19,0,12.6353096,365,69,26,2274.355728,Anbukhaireni
1986,0,0,30,113,0,301.5307705,9,13,11.52539354,365,66,34,1959.316901,Anbukhaireni
1987,0,0,26,82,424.7263258,1337.795359,32,0,16.04985304,365,61,35,2584.02634,Anbukhaireni
1988,0,0,39,105,234.215686,765.4441085,21,7,13.470133,366,66,31,2249.512211,Anbukhaireni
1989,0,0,33,70,403.7305538,883.8173994,29,0,14.03483856,365,70,27,2456.096748,Anbukhaireni
1990,0,0,46,73,150.666089,655.271854,14,0,13.13824648,365,90,37,2680.202282,Anbukhaireni
1991,0,0,30,137,200.485792,282.0659593,6,0,10.2196959,365,68,21,1870.204349,Anbukhaireni
1992,0,1,54,56,0,261.621482,7,13,9.258786436,366,53,15,1573.993694,Anbukhaireni
1993,0,0,25,94,117.4221975,542.103456,0,0,12.45123627,365,78,30,2378.186128,Anbukhaireni
1994,0,0,46,53,0,347.4071637,14,6,10.00768067,365,56,16,1681.290352,Anbukhaireni
1995,0,0,36,100,414.653756,1147.651153,14,0,15.91116256,365,67,33,2673.07531,Anbukhaireni
1996,0,0,24,102,146.791764,447.8970245,0,0,11.45744236,366,68,21,2016.509855,Anbukhaireni
1997,0,0,48,74,140.362693,497.6152203,0,13,10.65354444,365,63,24,2034.826989,Anbukhaireni
1998,0,0,28,86,555.042088,1435.047811,6,0,15.50323198,365,74,40,3023.130236,Anbukhaireni
1999,0,0,68,101,576.961782,915.477783,29,0,14.20901089,365,62,26,2415.531851,Anbukhaireni
2000,0,0,17,122,157.19999,502.6733445,0,0,11.77661601,366,76,32,2319.993354,Anbukhaireni
