"Municipality","Index","Sensitivity_Slope","MK_P_Value"
"Chame","ice_days",-0.357142857142857,0.000247330146973173
"Chame","frost_days",-0.184697855750487,0.00342337469206046
"Chame","cdd",0.0542997542997543,0.0267926622112654
"Chame","cwd",0.0909090909090909,0.391077540480857
"Chame","r99p",-0.649087915271493,0.383387130018059
"Chame","r95p",-1.7989233053179,0.296970641929341
"Chame","wsdi",0,0.00406080705190402
"Chame","csdi",-0.12,0.000127075409940603
"Chame","sdii",-0.00522374805052878,0.42643306103905
"Chame","gsl",0.178888888888889,0.0133423612739924
"Chame","r10mm",0,0.807805300251467
"Chame","r20mm",-0.0333333333333333,0.46559881365628
"Chame","prcptot",-0.753559683290707,0.623765496851365
"Chapakot","ice_days",0,NA
"Chapakot","frost_days",0,0.00386327647727938
"Chapakot","cdd",-0.103006189213086,0.10512233687229
"Chapakot","cwd",-0.290994623655914,0.0485905917116255
"Chapakot","r99p",-2.40063940544671,0.109539647501572
"Chapakot","r95p",-3.5830003358805,0.157240378457363
"Chapakot","wsdi",-0.0478459778879146,0.0609606585353718
"Chapakot","csdi",0,0.0048708743027204
"Chapakot","sdii",-0.0378430590447154,0.0274567674753821
"Chapakot","gsl",0,1
"Chapakot","r10mm",-0.0909090909090909,0.115612886192051
"Chapakot","r20mm",-0.111111111111111,0.021236858072536
"Chapakot","prcptot",-5.58973317840909,0.0514394103508958
"Chitawan.National.Park","ice_days",0,NA
"Chitawan.National.Park","frost_days",0,0.307564941766882
"Chitawan.National.Park","cdd",-0.041684759009987,0.800680241890226
"Chitawan.National.Park","cwd",-0.321428571428571,0.0183596433707076
"Chitawan.National.Park","r99p",0,0.746604193813052
"Chitawan.National.Park","r95p",-2.83936234869048,0.213878929561951
"Chitawan.National.Park","wsdi",-0.0833333333333333,0.0874123711906174
"Chitawan.National.Park","csdi",-0.4375,1.12786956402027e-08
"Chitawan.National.Park","sdii",-0.0298987396341135,0.0274567674753821
"Chitawan.National.Park","gsl",0,1
"Chitawan.National.Park","r10mm",-0.194783197831978,0.000984786698018562
"Chitawan.National.Park","r20mm",-0.0990196078431373,0.0159239239612407
"Chitawan.National.Park","prcptot",-4.64948768181819,0.0653254599930746
"Chum.Nubri","ice_days",-0.3,0.00451293508802868
"Chum.Nubri","frost_days",-0.129733520336606,0.0129711387697689
"Chum.Nubri","cdd",0.0240998838559814,0.161768426218347
"Chum.Nubri","cwd",0.0863354037267081,0.483599873755365
"Chum.Nubri","r99p",-0.150382845,0.593245099195584
"Chum.Nubri","r95p",-0.288058098913043,0.756901747948838
"Chum.Nubri","wsdi",0,0.015179233538996
"Chum.Nubri","csdi",0,0.00158910870844093
"Chum.Nubri","sdii",-0.000981145226022022,0.867620437793835
"Chum.Nubri","gsl",0.0465367965367965,0.373597308903833
"Chum.Nubri","r10mm",-0.0588235294117647,0.264348128816144
"Chum.Nubri","r20mm",0,0.878359375824062
"Chum.Nubri","prcptot",-0.320168077126099,0.706749926675209
"Dalome","ice_days",-0.45368782161235,0.000371736184456822
"Dalome","frost_days",-0.189655172413793,1.91893877895958e-05
"Dalome","cdd",0.142857142857143,0.152824562662586
"Dalome","cwd",0.2,0.0355892851968763
"Dalome","r99p",0,0.410350500157978
"Dalome","r95p",0.105904959681373,0.793376550707751
"Dalome","wsdi",0.0754985754985755,0.000689815317283359
"Dalome","csdi",-0.142857142857143,0.00376289889423768
"Dalome","sdii",0.00141840513910257,0.692640722736628
"Dalome","gsl",0.149206349206349,0.0643333459013987
"Dalome","r10mm",0,0.788778132015166
"Dalome","r20mm",0,0.81678520450817
"Dalome","prcptot",-0.374519905,0.532715516694611
"Devchuli","ice_days",0,NA
"Devchuli","frost_days",0,0.307564941766882
"Devchuli","cdd",0,0.996198724775254
"Devchuli","cwd",-0.440972222222222,0.00915739820711241
"Devchuli","r99p",0,0.866735105879679
"Devchuli","r95p",-3.12434125892296,0.21038970843476
"Devchuli","wsdi",-0.0815241470979176,0.0752950774212723
"Devchuli","csdi",-0.184210526315789,7.40273267743563e-06
"Devchuli","sdii",-0.032176119954023,0.0309792959443939
"Devchuli","gsl",0,1
"Devchuli","r10mm",-0.169521044992743,0.0197848053097613
"Devchuli","r20mm",-0.136363636363636,0.00111995159810776
"Devchuli","prcptot",-5.07301951666667,0.0561722332837772
"Devghat","ice_days",0,NA
"Devghat","frost_days",0,0.307564941766882
"Devghat","cdd",-0.0794736842105263,0.407011669279823
"Devghat","cwd",-0.5,0.000438232219931988
"Devghat","r99p",0,0.679306991644507
"Devghat","r95p",-2.56204653342593,0.26307652154395
"Devghat","wsdi",-0.0440038684719536,0.0933764247275481
"Devghat","csdi",-0.116666666666667,9.28790735900281e-06
"Devghat","sdii",-0.0339616303695652,0.0134490075254307
"Devghat","gsl",0,1
"Devghat","r10mm",-0.177124183006536,0.00173854959068206
"Devghat","r20mm",-0.0909090909090909,0.0161654109288076
"Devghat","prcptot",-5.32975973286714,0.0165997345169823
"Dharche","ice_days",-0.24390243902439,0.00522729030671349
"Dharche","frost_days",-0.141196013289037,0.0259748095382914
"Dharche","cdd",0.0294117647058824,0.123339896619543
"Dharche","cwd",0.310499609679938,0.0464582134325081
"Dharche","r99p",-1.29829941792763,0.182242226816205
"Dharche","r95p",-1.57642759777986,0.314967613731131
"Dharche","wsdi",0,0.0242954105497449
"Dharche","csdi",0,0.00106217203615934
"Dharche","sdii",-0.00502596604,0.399265579008909
"Dharche","gsl",0.142857142857143,0.0438310263703711
"Dharche","r10mm",-0.0416666666666667,0.390596591180556
"Dharche","r20mm",-0.0186932215234102,0.566762090699458
"Dharche","prcptot",-1.74650490584415,0.239476144406605
"Dhaulagiri","ice_days",-0.418979744936234,0.000198156759945797
"Dhaulagiri","frost_days",-0.130434782608696,0.073093741388313
"Dhaulagiri","cdd",0.0504237288135593,0.165116813409703
"Dhaulagiri","cwd",0.114743308468627,0.401786800812627
"Dhaulagiri","r99p",-0.404321433766232,0.320990396889508
"Dhaulagiri","r95p",-0.528977042307692,0.610352724026125
"Dhaulagiri","wsdi",0,0.00266562579107963
"Dhaulagiri","csdi",-0.0377492877492877,0.0109668120282038
"Dhaulagiri","sdii",-0.00749460383015875,0.157240378457363
"Dhaulagiri","gsl",0.114519906323185,0.114619503867617
"Dhaulagiri","r10mm",-0.0333333333333333,0.513505384187043
"Dhaulagiri","r20mm",0,0.833263183189904
"Dhaulagiri","prcptot",-1.30887737647804,0.255037612945486
"Dhorpatan","ice_days",0,0.260527720536123
"Dhorpatan","frost_days",-0.396688560481664,0.000190466679469218
"Dhorpatan","cdd",0,0.771039382279558
"Dhorpatan","cwd",0.0307765151515152,0.815405271334606
"Dhorpatan","r99p",-0.302015587329545,0.607004685198169
"Dhorpatan","r95p",0.076498226608185,0.965812313217651
"Dhorpatan","wsdi",0,0.424749764571714
"Dhorpatan","csdi",-0.125,0.000616036759595093
"Dhorpatan","sdii",-0.00597460918346595,0.358027061193482
"Dhorpatan","gsl",0.43167701863354,0.0106714123480036
"Dhorpatan","r10mm",0,0.901355127469322
"Dhorpatan","r20mm",0,0.984767908219507
"Dhorpatan","prcptot",-1.10499745588235,0.551648240751253
"Dhorpatan.Hunting.Reserve","ice_days",-0.285714285714286,0.00853016350844247
"Dhorpatan.Hunting.Reserve","frost_days",-0.0978000956480153,0.174233631691358
"Dhorpatan.Hunting.Reserve","cdd",0.100724637681159,0.101080262466499
"Dhorpatan.Hunting.Reserve","cwd",0,0.931630882501179
"Dhorpatan.Hunting.Reserve","r99p",-1.03667582575758,0.130844394454938
"Dhorpatan.Hunting.Reserve","r95p",0.225410071726191,0.837743638683994
"Dhorpatan.Hunting.Reserve","wsdi",0,0.0100312658851945
"Dhorpatan.Hunting.Reserve","csdi",-0.0714285714285714,0.00807656362471694
"Dhorpatan.Hunting.Reserve","sdii",-0.00387447555019303,0.333666846020134
"Dhorpatan.Hunting.Reserve","gsl",0.115384615384615,0.162603739376481
"Dhorpatan.Hunting.Reserve","r10mm",0,0.905097592919846
"Dhorpatan.Hunting.Reserve","r20mm",0.0172413793103448,0.450178783008109
"Dhorpatan.Hunting.Reserve","prcptot",-1.77419043914474,0.126336328995083
"Dordi","ice_days",-0.0659420289855072,0.215245017210178
"Dordi","frost_days",-0.195121951219512,0.00805410891191833
"Dordi","cdd",0.03125,0.269941048813502
"Dordi","cwd",0,0.977191658637577
"Dordi","r99p",-2.86468133877005,0.0145528720132256
"Dordi","r95p",-3.20406308451087,0.0667283013554522
"Dordi","wsdi",0,0.174699085929514
"Dordi","csdi",0,0.000320727619169888
"Dordi","sdii",-0.019110293517316,0.0401145777351176
"Dordi","gsl",0.0776772247360483,0.417923458373321
"Dordi","r10mm",-0.0909090909090909,0.260698879807805
"Dordi","r20mm",-0.1,0.0913314751739313
"Dordi","prcptot",-4.50849844736842,0.052590162074338
"Dudhpokhari","ice_days",0,0.122980855422317
"Dudhpokhari","frost_days",-0.3125,2.92058052812772e-05
"Dudhpokhari","cdd",0.0215078630897317,0.516241897129674
"Dudhpokhari","cwd",0.075046904315197,0.417891746678973
"Dudhpokhari","r99p",-4.1181358348718,0.00771898495640235
"Dudhpokhari","r95p",-3.86869209541723,0.078866303328916
"Dudhpokhari","wsdi",0,0.143963012022157
"Dudhpokhari","csdi",0,0.0021577631221514
"Dudhpokhari","sdii",-0.0299378610714286,0.00971113407067637
"Dudhpokhari","gsl",0.333333333333333,0.0114048103293235
"Dudhpokhari","r10mm",-0.0971675845790716,0.22424246934168
"Dudhpokhari","r20mm",-0.151844532279315,0.018736596907629
"Dudhpokhari","prcptot",-6.24663020173913,0.0138115329432699
"Gaidakot","ice_days",0,NA
"Gaidakot","frost_days",0,0.307564941766882
"Gaidakot","cdd",-0.0256410256410256,0.79695061324132
"Gaidakot","cwd",-0.376024590163934,0.0159331139981247
"Gaidakot","r99p",0,0.946417691159375
"Gaidakot","r95p",-3.24011462744636,0.180825831582201
"Gaidakot","wsdi",-0.0555555555555556,0.116174712642138
"Gaidakot","csdi",-0.21875,2.90164575470744e-07
"Gaidakot","sdii",-0.034594504,0.0165997345169823
"Gaidakot","gsl",0,1
"Gaidakot","r10mm",-0.166666666666667,0.0107689936219222
"Gaidakot","r20mm",-0.145643939393939,0.000798170102673731
"Gaidakot","prcptot",-5.44570453,0.0420002383308025
"Galkot","ice_days",0,NA
"Galkot","frost_days",-0.228571428571429,0.000820291788411476
"Galkot","cdd",0,0.699110499628114
"Galkot","cwd",-0.0571428571428571,0.596811395086045
"Galkot","r99p",-0.132841374067432,0.807959446518217
"Galkot","r95p",-1.79686247444445,0.378300339556816
"Galkot","wsdi",0,0.214103316517965
"Galkot","csdi",-0.105263157894737,0.00107200350180926
"Galkot","sdii",-0.0100891199633459,0.271288646727282
"Galkot","gsl",0.0266714082503556,0.0562461473917733
"Galkot","r10mm",0,0.908859941039262
"Galkot","r20mm",-0.0303030303030303,0.489131904471711
"Galkot","prcptot",-1.42077146428571,0.545300752336463
"Galyang","ice_days",0,NA
"Galyang","frost_days",0,0.0164462226580863
"Galyang","cdd",-0.0666666666666667,0.347768765658314
"Galyang","cwd",-0.0925925925925926,0.548286949576668
"Galyang","r99p",-0.670645055047619,0.498075637223493
"Galyang","r95p",-3.2402072550887,0.275459885158712
